,bathrooms,bedrooms,garage,location,other,price,title
157,2,3,1,piet-louw-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'15 Palala Piet Louw Street', u'Marietjie Prinsloo']",R 1 365 000,Simplex in Die Wilgers
158,2,4,2,209-kokkewiet-street,"[u'2', u'Alarm', u'Pool', u'Patio', u'Clubhouse', u'209 Kokkewiet Street']",R 1 370 000,House in Silverton
159,2,3,2,31-oppiebult-31-plettenberg-street,"[u'2', u'Alarm', u'Pool', u'Paving', u'Pantry', u'31 Oppiebult 31 - Plettenberg Street', u'Christie van Heerden']",R 1 380 000,Townhouse in Faerie Glen
160,2,3,2,glen-road,"[u'2', u'Access Gate', u'Patio', u'24 Antigua Glen Road', u'Marietjie Prinsloo']",R 1 395 000,House in Equestria
161,3,3,1,stellanie,"[u'1', u'Pets', u'63 Forest Weaver Stellanie', u'Melain Fourie']",R 1 399 000,Townhouse in Willow Park Manor
162,2,3,2,1-glen-road,"[u'2', u'Alarm', u'Elec. Fencing', u'Security Post', u'BIC', u'1 Outeniqua 1 Glen Road', u'Marietjie Prinsloo']",R 1 420 000,Townhouse in Equestria
163,2,3,1,255-albertus-street,"[u'1', u'Pantry', u'Mount Grace 255 Albertus Street', u'Alton Mushazhirwa']",R 1 430 000,Townhouse in La Montagne
164,2,4,2,179-brenda-road,"[u'2', u'Pool', u'Staff Quarters', u'179 Brenda Road', u'Gunter Dockendorf']",R 1 550 000,House in Murrayfield
165,2.5,4,2,1060-cura-avenue,"[u'2', u'Pets', u'Staff Quarters', u'1060 Cura Avenue', u'Will Labuschagne']",R 1 600 000,Townhouse in Equestria
166,2,3,2,421-janine-street,"[u'2', u'Pets', u'Access Gate', u'Elec. Fencing', u'Patio', u'17 Willow Mews 421 Janine Street', u'Heleen Matthee']",R 1 650 000,House in Die Wilgers
167,2,3,Alarm,319-frangipani-street,"[u'Alarm', u'Garden Cott.', u'Patio', u'1 Ss Lamont 319 Frangipani Street', u'Insolvencies']",R 1 650 000,House in La Montagne
168,2,3,5 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'5 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
169,2,3,1 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'1 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
170,2,3,6388 Soetdoring Erf 3053 394 Petrick Avenue,394-petrick-avenue,"[u'6388 Soetdoring Erf 3053 394 Petrick Avenue', u'Nelis Bezuidenhout']",R 1 170 000,Townhouse in Faerie Glen
171,1,3,1,374-alfa,"[u'1', u'Pool', u'374 Alfa']",R 1 175 000,House in Silverton
172,2,3,1,1-furrow-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'Built-in-Braai', u'20 Outeniqua 1 Furrow Street', u'Mariette Myburgh']",R 1 250 000,Townhouse in Equestria
173,2,3,2,00-ouklipmuur-avenue,"[u'2', u'Pets', u'Access Gate', u'Intercom', u'Patio', u'00 Zamar Place 00 Ouklipmuur Avenue']",R 1 280 000,Simplex in Equestria
174,1,3,300 Moreletta Street,300-moreletta-street,[u'300 Moreletta Street'],R 1 280 000,House in Silverton
175,1,3,2,2000-carinus,"[u'2', u'Pets', u'2000 Carinus']",R 1 280 000,House in Meyerspark
176,2,3,1,1-equestria,"[u'1', u'Pets', u'211 Equestria 1 Equestria', u'Danielle Gerber']",R 1 285 000,Townhouse in Equestria
177,2,3,1,30-onida-avenue-val-de-grace,"[u'1', u'Access Gate', u'BIC', u'30 Onida Avenue Val De Grace', u'Mhlalikwana Real Estate', u'Mhlalikwana Real Estate', u'Mhlalikwana Real Estate']",R 1 300 000,House in Silverton
178,1,2,Access Gate,678-farm,"[u'Access Gate', u'Security Post', u'Patio', u'BIC', u'Pretoria Oss Retirement Village 678 Farm']",R 1 300 000,Apartment in Equestria
179,2,3,1,49-piet-low-street,"[u'1', u'Pets', u'Alarm', u'Access Gate', u'Elec. Fencing', u'49 Piet Low Street', u'Christene Economou', u'Christene Economou', u'Christene Economou']",R 1 345 000,Townhouse in Die Wilgers
180,2,3,2,650-furrow-road,"[u'2', u'Pets', u'650 Furrow Road']",R 1 350 000,Townhouse in Equestria
181,2,3,1,piet-louw-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'15 Palala Piet Louw Street', u'Marietjie Prinsloo']",R 1 365 000,Simplex in Die Wilgers
182,2,4,2,209-kokkewiet-street,"[u'2', u'Alarm', u'Pool', u'Patio', u'Clubhouse', u'209 Kokkewiet Street']",R 1 370 000,House in Silverton
183,2,3,2,31-oppiebult-31-plettenberg-street,"[u'2', u'Alarm', u'Pool', u'Paving', u'Pantry', u'31 Oppiebult 31 - Plettenberg Street', u'Christie van Heerden']",R 1 380 000,Townhouse in Faerie Glen
184,2,3,2,glen-road,"[u'2', u'Access Gate', u'Patio', u'24 Antigua Glen Road', u'Marietjie Prinsloo']",R 1 395 000,House in Equestria
185,3,3,1,stellanie,"[u'1', u'Pets', u'63 Forest Weaver Stellanie', u'Melain Fourie']",R 1 399 000,Townhouse in Willow Park Manor
186,2,3,2,1-glen-road,"[u'2', u'Alarm', u'Elec. Fencing', u'Security Post', u'BIC', u'1 Outeniqua 1 Glen Road', u'Marietjie Prinsloo']",R 1 420 000,Townhouse in Equestria
187,2,3,1,255-albertus-street,"[u'1', u'Pantry', u'Mount Grace 255 Albertus Street', u'Alton Mushazhirwa']",R 1 430 000,Townhouse in La Montagne
188,2,4,2,179-brenda-road,"[u'2', u'Pool', u'Staff Quarters', u'179 Brenda Road', u'Gunter Dockendorf']",R 1 550 000,House in Murrayfield
189,2.5,4,2,1060-cura-avenue,"[u'2', u'Pets', u'Staff Quarters', u'1060 Cura Avenue', u'Will Labuschagne']",R 1 600 000,Townhouse in Equestria
190,2,3,2,421-janine-street,"[u'2', u'Pets', u'Access Gate', u'Elec. Fencing', u'Patio', u'17 Willow Mews 421 Janine Street', u'Heleen Matthee']",R 1 650 000,House in Die Wilgers
191,2,3,Alarm,319-frangipani-street,"[u'Alarm', u'Garden Cott.', u'Patio', u'1 Ss Lamont 319 Frangipani Street', u'Insolvencies']",R 1 650 000,House in La Montagne
192,2,3,5 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'5 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
193,2,3,1 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'1 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
194,2,3,6388 Soetdoring Erf 3053 394 Petrick Avenue,394-petrick-avenue,"[u'6388 Soetdoring Erf 3053 394 Petrick Avenue', u'Nelis Bezuidenhout']",R 1 170 000,Townhouse in Faerie Glen
195,1,3,1,374-alfa,"[u'1', u'Pool', u'374 Alfa']",R 1 175 000,House in Silverton
196,2,3,1,1-furrow-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'Built-in-Braai', u'20 Outeniqua 1 Furrow Street', u'Mariette Myburgh']",R 1 250 000,Townhouse in Equestria
197,2,3,2,00-ouklipmuur-avenue,"[u'2', u'Pets', u'Access Gate', u'Intercom', u'Patio', u'00 Zamar Place 00 Ouklipmuur Avenue']",R 1 280 000,Simplex in Equestria
198,1,3,300 Moreletta Street,300-moreletta-street,[u'300 Moreletta Street'],R 1 280 000,House in Silverton
199,1,3,2,2000-carinus,"[u'2', u'Pets', u'2000 Carinus']",R 1 280 000,House in Meyerspark
200,2,3,1,1-equestria,"[u'1', u'Pets', u'211 Equestria 1 Equestria', u'Danielle Gerber']",R 1 285 000,Townhouse in Equestria
201,2,3,1,30-onida-avenue-val-de-grace,"[u'1', u'Access Gate', u'BIC', u'30 Onida Avenue Val De Grace', u'Mhlalikwana Real Estate', u'Mhlalikwana Real Estate', u'Mhlalikwana Real Estate']",R 1 300 000,House in Silverton
202,1,2,Access Gate,678-farm,"[u'Access Gate', u'Security Post', u'Patio', u'BIC', u'Pretoria Oss Retirement Village 678 Farm']",R 1 300 000,Apartment in Equestria
203,2,3,1,49-piet-low-street,"[u'1', u'Pets', u'Alarm', u'Access Gate', u'Elec. Fencing', u'49 Piet Low Street', u'Christene Economou', u'Christene Economou', u'Christene Economou']",R 1 345 000,Townhouse in Die Wilgers
204,2,3,2,650-furrow-road,"[u'2', u'Pets', u'650 Furrow Road']",R 1 350 000,Townhouse in Equestria
205,2,3,1,piet-louw-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'15 Palala Piet Louw Street', u'Marietjie Prinsloo']",R 1 365 000,Simplex in Die Wilgers
206,2,4,2,209-kokkewiet-street,"[u'2', u'Alarm', u'Pool', u'Patio', u'Clubhouse', u'209 Kokkewiet Street']",R 1 370 000,House in Silverton
207,2,3,2,31-oppiebult-31-plettenberg-street,"[u'2', u'Alarm', u'Pool', u'Paving', u'Pantry', u'31 Oppiebult 31 - Plettenberg Street', u'Christie van Heerden']",R 1 380 000,Townhouse in Faerie Glen
208,2,3,2,glen-road,"[u'2', u'Access Gate', u'Patio', u'24 Antigua Glen Road', u'Marietjie Prinsloo']",R 1 395 000,House in Equestria
209,3,3,1,stellanie,"[u'1', u'Pets', u'63 Forest Weaver Stellanie', u'Melain Fourie']",R 1 399 000,Townhouse in Willow Park Manor
210,2,3,2,1-glen-road,"[u'2', u'Alarm', u'Elec. Fencing', u'Security Post', u'BIC', u'1 Outeniqua 1 Glen Road', u'Marietjie Prinsloo']",R 1 420 000,Townhouse in Equestria
211,2,3,1,255-albertus-street,"[u'1', u'Pantry', u'Mount Grace 255 Albertus Street', u'Alton Mushazhirwa']",R 1 430 000,Townhouse in La Montagne
212,2,4,2,179-brenda-road,"[u'2', u'Pool', u'Staff Quarters', u'179 Brenda Road', u'Gunter Dockendorf']",R 1 550 000,House in Murrayfield
213,2.5,4,2,1060-cura-avenue,"[u'2', u'Pets', u'Staff Quarters', u'1060 Cura Avenue', u'Will Labuschagne']",R 1 600 000,Townhouse in Equestria
214,2,3,2,421-janine-street,"[u'2', u'Pets', u'Access Gate', u'Elec. Fencing', u'Patio', u'17 Willow Mews 421 Janine Street', u'Heleen Matthee']",R 1 650 000,House in Die Wilgers
215,2,3,Alarm,319-frangipani-street,"[u'Alarm', u'Garden Cott.', u'Patio', u'1 Ss Lamont 319 Frangipani Street', u'Insolvencies']",R 1 650 000,House in La Montagne
216,2,3,5 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'5 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
217,2,3,1 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'1 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
218,2,3,6388 Soetdoring Erf 3053 394 Petrick Avenue,394-petrick-avenue,"[u'6388 Soetdoring Erf 3053 394 Petrick Avenue', u'Nelis Bezuidenhout']",R 1 170 000,Townhouse in Faerie Glen
219,1,3,1,374-alfa,"[u'1', u'Pool', u'374 Alfa']",R 1 175 000,House in Silverton
220,2,3,1,1-furrow-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'Built-in-Braai', u'20 Outeniqua 1 Furrow Street', u'Mariette Myburgh']",R 1 250 000,Townhouse in Equestria
221,2,3,2,00-ouklipmuur-avenue,"[u'2', u'Pets', u'Access Gate', u'Intercom', u'Patio', u'00 Zamar Place 00 Ouklipmuur Avenue']",R 1 280 000,Simplex in Equestria
222,1,3,300 Moreletta Street,300-moreletta-street,[u'300 Moreletta Street'],R 1 280 000,House in Silverton
223,1,3,2,2000-carinus,"[u'2', u'Pets', u'2000 Carinus']",R 1 280 000,House in Meyerspark
224,2,3,1,1-equestria,"[u'1', u'Pets', u'211 Equestria 1 Equestria', u'Danielle Gerber']",R 1 285 000,Townhouse in Equestria
225,2,3,1,30-onida-avenue-val-de-grace,"[u'1', u'Access Gate', u'BIC', u'30 Onida Avenue Val De Grace', u'Mhlalikwana Real Estate', u'Mhlalikwana Real Estate', u'Mhlalikwana Real Estate']",R 1 300 000,House in Silverton
226,1,2,Access Gate,678-farm,"[u'Access Gate', u'Security Post', u'Patio', u'BIC', u'Pretoria Oss Retirement Village 678 Farm']",R 1 300 000,Apartment in Equestria
227,2,3,1,49-piet-low-street,"[u'1', u'Pets', u'Alarm', u'Access Gate', u'Elec. Fencing', u'49 Piet Low Street', u'Christene Economou', u'Christene Economou', u'Christene Economou']",R 1 345 000,Townhouse in Die Wilgers
228,2,3,2,650-furrow-road,"[u'2', u'Pets', u'650 Furrow Road']",R 1 350 000,Townhouse in Equestria
229,2,3,1,piet-louw-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'15 Palala Piet Louw Street', u'Marietjie Prinsloo']",R 1 365 000,Simplex in Die Wilgers
230,2,4,2,209-kokkewiet-street,"[u'2', u'Alarm', u'Pool', u'Patio', u'Clubhouse', u'209 Kokkewiet Street']",R 1 370 000,House in Silverton
231,2,3,2,31-oppiebult-31-plettenberg-street,"[u'2', u'Alarm', u'Pool', u'Paving', u'Pantry', u'31 Oppiebult 31 - Plettenberg Street', u'Christie van Heerden']",R 1 380 000,Townhouse in Faerie Glen
232,2,3,2,glen-road,"[u'2', u'Access Gate', u'Patio', u'24 Antigua Glen Road', u'Marietjie Prinsloo']",R 1 395 000,House in Equestria
233,3,3,1,stellanie,"[u'1', u'Pets', u'63 Forest Weaver Stellanie', u'Melain Fourie']",R 1 399 000,Townhouse in Willow Park Manor
234,2,3,2,1-glen-road,"[u'2', u'Alarm', u'Elec. Fencing', u'Security Post', u'BIC', u'1 Outeniqua 1 Glen Road', u'Marietjie Prinsloo']",R 1 420 000,Townhouse in Equestria
235,2,3,1,255-albertus-street,"[u'1', u'Pantry', u'Mount Grace 255 Albertus Street', u'Alton Mushazhirwa']",R 1 430 000,Townhouse in La Montagne
236,2,4,2,179-brenda-road,"[u'2', u'Pool', u'Staff Quarters', u'179 Brenda Road', u'Gunter Dockendorf']",R 1 550 000,House in Murrayfield
237,2.5,4,2,1060-cura-avenue,"[u'2', u'Pets', u'Staff Quarters', u'1060 Cura Avenue', u'Will Labuschagne']",R 1 600 000,Townhouse in Equestria
238,2,3,2,421-janine-street,"[u'2', u'Pets', u'Access Gate', u'Elec. Fencing', u'Patio', u'17 Willow Mews 421 Janine Street', u'Heleen Matthee']",R 1 650 000,House in Die Wilgers
239,2,3,Alarm,319-frangipani-street,"[u'Alarm', u'Garden Cott.', u'Patio', u'1 Ss Lamont 319 Frangipani Street', u'Insolvencies']",R 1 650 000,House in La Montagne
240,2,3,5 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'5 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
241,2,3,1 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'1 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
242,2,3,6388 Soetdoring Erf 3053 394 Petrick Avenue,394-petrick-avenue,"[u'6388 Soetdoring Erf 3053 394 Petrick Avenue', u'Nelis Bezuidenhout']",R 1 170 000,Townhouse in Faerie Glen
243,1,3,1,374-alfa,"[u'1', u'Pool', u'374 Alfa']",R 1 175 000,House in Silverton
244,2,3,1,1-furrow-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'Built-in-Braai', u'20 Outeniqua 1 Furrow Street', u'Mariette Myburgh']",R 1 250 000,Townhouse in Equestria
245,2,3,2,00-ouklipmuur-avenue,"[u'2', u'Pets', u'Access Gate', u'Intercom', u'Patio', u'00 Zamar Place 00 Ouklipmuur Avenue']",R 1 280 000,Simplex in Equestria
246,1,3,300 Moreletta Street,300-moreletta-street,[u'300 Moreletta Street'],R 1 280 000,House in Silverton
247,1,3,2,2000-carinus,"[u'2', u'Pets', u'2000 Carinus']",R 1 280 000,House in Meyerspark
248,2,3,1,1-equestria,"[u'1', u'Pets', u'211 Equestria 1 Equestria', u'Danielle Gerber']",R 1 285 000,Townhouse in Equestria
249,2,3,1,30-onida-avenue-val-de-grace,"[u'1', u'Access Gate', u'BIC', u'30 Onida Avenue Val De Grace', u'Mhlalikwana Real Estate', u'Mhlalikwana Real Estate', u'Mhlalikwana Real Estate']",R 1 300 000,House in Silverton
250,1,2,Access Gate,678-farm,"[u'Access Gate', u'Security Post', u'Patio', u'BIC', u'Pretoria Oss Retirement Village 678 Farm']",R 1 300 000,Apartment in Equestria
251,2,3,1,49-piet-low-street,"[u'1', u'Pets', u'Alarm', u'Access Gate', u'Elec. Fencing', u'49 Piet Low Street', u'Christene Economou', u'Christene Economou', u'Christene Economou']",R 1 345 000,Townhouse in Die Wilgers
252,2,3,2,650-furrow-road,"[u'2', u'Pets', u'650 Furrow Road']",R 1 350 000,Townhouse in Equestria
253,2,3,1,piet-louw-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'15 Palala Piet Louw Street', u'Marietjie Prinsloo']",R 1 365 000,Simplex in Die Wilgers
254,2,4,2,209-kokkewiet-street,"[u'2', u'Alarm', u'Pool', u'Patio', u'Clubhouse', u'209 Kokkewiet Street']",R 1 370 000,House in Silverton
255,2,3,2,31-oppiebult-31-plettenberg-street,"[u'2', u'Alarm', u'Pool', u'Paving', u'Pantry', u'31 Oppiebult 31 - Plettenberg Street', u'Christie van Heerden']",R 1 380 000,Townhouse in Faerie Glen
256,2,3,2,glen-road,"[u'2', u'Access Gate', u'Patio', u'24 Antigua Glen Road', u'Marietjie Prinsloo']",R 1 395 000,House in Equestria
257,3,3,1,stellanie,"[u'1', u'Pets', u'63 Forest Weaver Stellanie', u'Melain Fourie']",R 1 399 000,Townhouse in Willow Park Manor
258,2,3,2,1-glen-road,"[u'2', u'Alarm', u'Elec. Fencing', u'Security Post', u'BIC', u'1 Outeniqua 1 Glen Road', u'Marietjie Prinsloo']",R 1 420 000,Townhouse in Equestria
259,2,3,1,255-albertus-street,"[u'1', u'Pantry', u'Mount Grace 255 Albertus Street', u'Alton Mushazhirwa']",R 1 430 000,Townhouse in La Montagne
260,2,4,2,179-brenda-road,"[u'2', u'Pool', u'Staff Quarters', u'179 Brenda Road', u'Gunter Dockendorf']",R 1 550 000,House in Murrayfield
261,2.5,4,2,1060-cura-avenue,"[u'2', u'Pets', u'Staff Quarters', u'1060 Cura Avenue', u'Will Labuschagne']",R 1 600 000,Townhouse in Equestria
262,2,3,2,421-janine-street,"[u'2', u'Pets', u'Access Gate', u'Elec. Fencing', u'Patio', u'17 Willow Mews 421 Janine Street', u'Heleen Matthee']",R 1 650 000,House in Die Wilgers
263,2,3,Alarm,319-frangipani-street,"[u'Alarm', u'Garden Cott.', u'Patio', u'1 Ss Lamont 319 Frangipani Street', u'Insolvencies']",R 1 650 000,House in La Montagne
264,2,3,5 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'5 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
265,2,3,1 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'1 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
266,2,3,6388 Soetdoring Erf 3053 394 Petrick Avenue,394-petrick-avenue,"[u'6388 Soetdoring Erf 3053 394 Petrick Avenue', u'Nelis Bezuidenhout']",R 1 170 000,Townhouse in Faerie Glen
267,1,3,1,374-alfa,"[u'1', u'Pool', u'374 Alfa']",R 1 175 000,House in Silverton
268,2,3,1,1-furrow-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'Built-in-Braai', u'20 Outeniqua 1 Furrow Street', u'Mariette Myburgh']",R 1 250 000,Townhouse in Equestria
269,2,3,2,00-ouklipmuur-avenue,"[u'2', u'Pets', u'Access Gate', u'Intercom', u'Patio', u'00 Zamar Place 00 Ouklipmuur Avenue']",R 1 280 000,Simplex in Equestria
270,1,3,300 Moreletta Street,300-moreletta-street,[u'300 Moreletta Street'],R 1 280 000,House in Silverton
271,1,3,2,2000-carinus,"[u'2', u'Pets', u'2000 Carinus']",R 1 280 000,House in Meyerspark
272,2,3,1,1-equestria,"[u'1', u'Pets', u'211 Equestria 1 Equestria', u'Danielle Gerber']",R 1 285 000,Townhouse in Equestria
273,2,3,1,30-onida-avenue-val-de-grace,"[u'1', u'Access Gate', u'BIC', u'30 Onida Avenue Val De Grace', u'Mhlalikwana Real Estate', u'Mhlalikwana Real Estate', u'Mhlalikwana Real Estate']",R 1 300 000,House in Silverton
274,1,2,Access Gate,678-farm,"[u'Access Gate', u'Security Post', u'Patio', u'BIC', u'Pretoria Oss Retirement Village 678 Farm']",R 1 300 000,Apartment in Equestria
275,2,3,1,49-piet-low-street,"[u'1', u'Pets', u'Alarm', u'Access Gate', u'Elec. Fencing', u'49 Piet Low Street', u'Christene Economou', u'Christene Economou', u'Christene Economou']",R 1 345 000,Townhouse in Die Wilgers
276,2,3,2,650-furrow-road,"[u'2', u'Pets', u'650 Furrow Road']",R 1 350 000,Townhouse in Equestria
277,2,3,1,piet-louw-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'15 Palala Piet Louw Street', u'Marietjie Prinsloo']",R 1 365 000,Simplex in Die Wilgers
278,2,4,2,209-kokkewiet-street,"[u'2', u'Alarm', u'Pool', u'Patio', u'Clubhouse', u'209 Kokkewiet Street']",R 1 370 000,House in Silverton
279,2,3,2,31-oppiebult-31-plettenberg-street,"[u'2', u'Alarm', u'Pool', u'Paving', u'Pantry', u'31 Oppiebult 31 - Plettenberg Street', u'Christie van Heerden']",R 1 380 000,Townhouse in Faerie Glen
280,2,3,2,glen-road,"[u'2', u'Access Gate', u'Patio', u'24 Antigua Glen Road', u'Marietjie Prinsloo']",R 1 395 000,House in Equestria
281,3,3,1,stellanie,"[u'1', u'Pets', u'63 Forest Weaver Stellanie', u'Melain Fourie']",R 1 399 000,Townhouse in Willow Park Manor
282,2,3,2,1-glen-road,"[u'2', u'Alarm', u'Elec. Fencing', u'Security Post', u'BIC', u'1 Outeniqua 1 Glen Road', u'Marietjie Prinsloo']",R 1 420 000,Townhouse in Equestria
283,2,3,1,255-albertus-street,"[u'1', u'Pantry', u'Mount Grace 255 Albertus Street', u'Alton Mushazhirwa']",R 1 430 000,Townhouse in La Montagne
284,2,4,2,179-brenda-road,"[u'2', u'Pool', u'Staff Quarters', u'179 Brenda Road', u'Gunter Dockendorf']",R 1 550 000,House in Murrayfield
285,2.5,4,2,1060-cura-avenue,"[u'2', u'Pets', u'Staff Quarters', u'1060 Cura Avenue', u'Will Labuschagne']",R 1 600 000,Townhouse in Equestria
286,2,3,2,421-janine-street,"[u'2', u'Pets', u'Access Gate', u'Elec. Fencing', u'Patio', u'17 Willow Mews 421 Janine Street', u'Heleen Matthee']",R 1 650 000,House in Die Wilgers
287,2,3,Alarm,319-frangipani-street,"[u'Alarm', u'Garden Cott.', u'Patio', u'1 Ss Lamont 319 Frangipani Street', u'Insolvencies']",R 1 650 000,House in La Montagne
288,2,3,5 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'5 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
289,2,3,1 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'1 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
290,2,3,6388 Soetdoring Erf 3053 394 Petrick Avenue,394-petrick-avenue,"[u'6388 Soetdoring Erf 3053 394 Petrick Avenue', u'Nelis Bezuidenhout']",R 1 170 000,Townhouse in Faerie Glen
291,1,3,1,374-alfa,"[u'1', u'Pool', u'374 Alfa']",R 1 175 000,House in Silverton
292,2,3,1,1-furrow-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'Built-in-Braai', u'20 Outeniqua 1 Furrow Street', u'Mariette Myburgh']",R 1 250 000,Townhouse in Equestria
